t_sample,cpu_pct,rss_mb
1777235681.017878,104.2,872.1328125
1777235682.0675247,100.9,875.203125
1777235683.068938,104.8,877.015625
1777235684.07271,106.6,877.1015625
1777235685.074726,101.8,876.3203125
1777235686.1178591,102.5,877.30859375
1777235687.1669285,106.80000000000001,879.625
1777235688.1678572,99.0,879.62890625
1777235689.1709542,101.69999999999999,879.9453125
1777235690.180139,104.1,879.9453125
1777235691.2140427,103.5,878.31640625
1777235692.216462,114.69999999999999,878.31640625
1777235693.2172906,103.9,878.31640625
1777235694.2181551,112.9,878.84375
1777235695.2255561,114.1,879.03515625
1777235696.269488,109.19999999999999,880.67578125
1777235697.275826,102.30000000000001,881.5625
1777235698.2922986,104.3,879.22265625
1777235699.3265386,103.4,880.86328125
1777235700.3699524,111.2,881.0703125
1777235701.3720067,107.8,881.07421875
1777235702.390353,107.0,879.4375
1777235703.4287531,106.0,879.54296875
1777235704.4308696,111.8,879.54296875
1777235705.4748561,103.4,879.546875
1777235706.4794996,112.5,879.546875
1777235707.486995,107.2,879.546875
1777235708.5356002,108.7,881.18359375
1777235709.5669103,111.5,881.18359375
1777235710.5769584,104.0,881.18359375
1777235711.6008835,102.5,879.546875
1777235712.611182,103.0,879.68359375
1777235713.6204677,106.0,879.68359375
1777235714.631379,103.9,879.78515625
1777235715.6771107,107.1,881.421875
1777235716.7029681,103.4,879.7890625
1777235717.720698,103.2,879.7890625
1777235718.7233884,102.69999999999999,881.421875
1777235719.7712958,113.5,883.05859375
1777235720.7716248,104.0,884.04296875
1777235721.8034828,101.8,882.40625
1777235722.8173444,103.5,882.40625
1777235723.8176,108.0,882.40625
1777235724.82086,102.6,882.40625
1777235725.8682446,108.8,884.04296875
1777235726.878161,106.9,884.04296875
1777235727.9210463,100.7,882.40625
1777235728.9294405,105.1,882.40625
1777235729.9766562,90.7,884.04296875
1777235730.9790928,77.8,882.41015625
1777235732.0258298,172.0,883.73828125
1777235733.0741293,117.3,887.9375
1777235734.0975225,108.4,886.59765625
1777235735.1180274,113.7,886.671875
1777235736.1197867,106.8,886.671875
1777235737.1215718,107.8,886.7578125
1777235738.125112,105.6,886.7578125
1777235739.1738925,108.7,888.39453125
1777235740.176703,107.69999999999999,888.3984375
1777235741.2210586,101.5,886.76171875
1777235742.2672014,103.19999999999999,888.3984375
1777235743.2685254,105.8,888.3984375
1777235744.2693465,108.0,888.3984375
1777235745.279772,103.9,888.3984375
1777235746.299631,105.8,886.76171875
1777235747.3239396,105.4,886.76171875
1777235748.3693748,103.3,888.3984375
1777235749.378474,109.0,888.3984375
1777235750.4201007,106.6,886.76171875
1777235751.4296212,111.9,888.3984375
1777235752.474797,106.19999999999999,888.3984375
1777235753.4893,106.4,886.76171875
1777235754.4977918,108.1,886.76171875
1777235755.5295863,112.4,886.76171875
1777235756.5701773,109.6,888.3984375
1777235757.5762706,107.30000000000001,886.76171875
1777235758.5942545,107.1,886.76171875
1777235759.6062746,100.8,886.76171875
1777235760.6288671,107.6,886.76171875
1777235761.672117,109.19999999999999,888.3984375
1777235762.7094643,107.0,886.76171875
1777235763.7208235,107.8,886.76171875
1777235764.7289186,109.1,886.76171875
1777235765.768848,100.0,888.3984375
1777235766.7695055,97.0,888.3984375
1777235767.7739055,98.6,888.3984375
1777235768.778405,103.5,888.3984375
1777235769.7783997,99.0,888.3984375
1777235770.7850404,102.30000000000001,886.76171875
1777235771.7918937,97.30000000000001,886.76171875
1777235772.81716,97.5,886.76171875
1777235773.819176,104.8,886.765625
1777235774.8273633,99.2,886.765625
1777235775.8734813,105.19999999999999,888.40234375
1777235776.8801115,104.30000000000001,886.765625
1777235777.8932204,100.69999999999999,886.765625
1777235778.9272482,102.5,886.76953125
1777235779.9695299,112.19999999999999,888.40625
1777235780.9710073,98.8,886.77734375
1777235781.971744,105.0,888.4140625
1777235782.983544,103.69999999999999,886.78125
1777235784.0198271,100.4,886.78125
1777235785.0221868,100.8,886.7890625
1777235786.0674791,100.4,888.42578125
1777235787.07767,97.0,888.4296875
1777235788.080959,105.6,888.4296875
1777235789.0830119,99.8,886.80078125
1777235790.1270654,99.6,886.80078125
1777235791.1699624,87.19999999999999,886.8046875
1777235792.171391,70.9,886.8046875
1777235793.1762097,173.2,888.84375
1777235794.1789749,111.69999999999999,889.08203125
1777235795.1810157,100.8,887.83203125
1777235796.190529,102.1,887.83203125
1777235797.2151163,102.4,887.83203125
1777235798.2154844,103.0,887.83203125
1777235799.2200978,96.6,887.83203125
